%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
[Naive Median Finder] - Median: 499918023, time taken: 329359 microseconds
[Randmoised Selection] - Median: 499918023, time taken: 8167 microseconds
[Median of Medians] - Median: 499918023, time taken: 27201 microseconds
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
[Naive Median Finder] - Median: 499535457, time taken: 327605 microseconds
[Randmoised Selection] - Median: 499535457, time taken: 6739 microseconds
[Median of Medians] - Median: 499535457, time taken: 27592 microseconds
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
[Naive Median Finder] - Median: 500176209, time taken: 329493 microseconds
[Randmoised Selection] - Median: 500176209, time taken: 7433 microseconds
[Median of Medians] - Median: 500176209, time taken: 27173 microseconds
--------------------------------------[Arrays of size 10000000]--------------------------------------
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
[Naive Median Finder] - Median: 500023801, time taken: 705111 microseconds
[Randmoised Selection] - Median: 500023801, time taken: 20227 microseconds
[Median of Medians] - Median: 500023801, time taken: 55375 microseconds
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
[Naive Median Finder] - Median: 499902796, time taken: 665552 microseconds
[Randmoised Selection] - Median: 499902796, time taken: 14871 microseconds
[Median of Medians] - Median: 499902796, time taken: 55039 microseconds
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
[Naive Median Finder] - Median: 499978948, time taken: 678232 microseconds
[Randmoised Selection] - Median: 499978948, time taken: 12485 microseconds
[Median of Medians] - Median: 499978948, time taken: 54773 microseconds
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
[Naive Median Finder] - Median: 500011749, time taken: 684373 microseconds
[Randmoised Selection] - Median: 500011749, time taken: 10845 microseconds
[Median of Medians] - Median: 500011749, time taken: 56694 microseconds
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
[Naive Median Finder] - Median: 500042983, time taken: 683591 microseconds
[Randmoised Selection] - Median: 500042983, time taken: 13544 microseconds
[Median of Medians] - Median: 500042983, time taken: 68065 microseconds
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
[Naive Median Finder] - Median: 499988689, time taken: 688489 microseconds
[Randmoised Selection] - Median: 499988689, time taken: 6828 microseconds
[Median of Medians] - Median: 499988689, time taken: 74646 microseconds
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
[Naive Median Finder] - Median: 500076103, time taken: 662397 microseconds
[Randmoised Selection] - Median: 500076103, time taken: 16276 microseconds
[Median of Medians] - Median: 500076103, time taken: 61107 microseconds
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
[Naive Median Finder] - Median: 499752161, time taken: 707882 microseconds
[Randmoised Selection] - Median: 499752161, time taken: 8318 microseconds
[Median of Medians] - Median: 499752161, time taken: 54350 microseconds
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
[Naive Median Finder] - Median: 500064831, time taken: 696325 microseconds
[Randmoised Selection] - Median: 500064831, time taken: 15937 microseconds
[Median of Medians] - Median: 500064831, time taken: 54360 microseconds
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
[Naive Median Finder] - Median: 500107620, time taken: 690777 microseconds
[Randmoised Selection] - Median: 500107620, time taken: 16667 microseconds
[Median of Medians] - Median: 500107620, time taken: 55487 microseconds
